numero-da-portaria,data-de-publicacao,descricao-sobre-o-assunto-de-que-trata-a-portaria
1147,2023-09-28 00:00:00,Dispõe sobre autorização de afastamento do país a servidor do IFMG - Campus Bambuí.
1148,2023-09-29 00:00:00,Dispõe sobre exoneração de servidor de cargo - Reitoria
1149,2023-09-29 00:00:00,Dispõe sobre exoneração de servidora de cargo - Reitoria.
1150,2023-09-29 00:00:00,Dispõe sobre autorização de servidor para dirigir veículo oficial.
1151,2023-10-02 00:00:00,"Dispõe sobre a Concessão de Pensão Civil, Instituidor JOSÉ INOCENTES BORGES, IFMG – Campus Ouro Preto."
1152,2023-10-02 00:00:00,Dispõe sobre a publicação da relação dos participantes que fizeram jus ao Certficado de Conclusão do Ensino Médio com base nos resultados de desempenho obtidos no Encceja.
1153,2023-10-02 00:00:00,Dispõe sobre nomeação de servidor para cargo de Coordenador de Gestão da Folha de Pagamento - SUBSTITUTO por período determinado.
1155,2023-10-03 00:00:00,Dispõe sobre convalidação de atos normativos e administrativos do Reitor do IFMG.
1156,2023-10-03 00:00:00,"Dispõe sobre a concessão de pensão civil, instituidor JOSÉ DE JESUS FERNANDES CAMPOS, IFMG – Campus Bambuí."
1157,2023-10-03 00:00:00,Dispõe sobre Retificação da Portaria nº 1036 de 12 de setembro de 2023 que dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
1158,2023-10-03 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
1159,2023-10-03 00:00:00,Dispõe sobre regovação da Portaria 1140 de 28 de setembro de 2023.
1160,2023-10-03 00:00:00,Dispõe sobre regovação da Portaria 1143 de 28 de setembro de 2023.
1161,2023-10-03 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1162,2023-10-03 00:00:00,"Dispõe sobre Interrupção do Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico - Campus Ouro Branco."
1163,2023-10-03 00:00:00,"Dispõe sobre Retificação da Portaria nº 1056 de 14 de setembro de 2023, que dispõe sobre Vacância por posse em cargo inacumulável de Servidor do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Campus Bambuí."
1164,2023-10-03 00:00:00,Dispõe sobre autorização da concessão da jornada flexibilizada à Unidade Organizacional Unidade Organizacional Setor de Saúde - Campus Ouro Preto e Revogação da Portaria 448 de 13 de Abril de 2020.
1165,2023-10-03 00:00:00,Dispõe sobre nomear a servidora para o cargo de Pró-Reitora de Gestão de Pessoas
1166,2023-10-03 00:00:00,Dispõe sobre dispensa e designação de servidor de função gratificada do IFMG- Reitoria.
1167,2023-10-04 00:00:00,Dispõe sobre autorização de afastamento do país à servidora do IFMG - Reitoria
1168,2023-10-04 00:00:00,Dispõe sobre nomeação de servidora para o cargo de Corregedora Geral do IFMG Substituta.
1169,2023-10-05 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 15/2019/RER.
1170,2023-10-05 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 98/2023.
1171,2023-10-05 00:00:00,Dispõe sobre Interrupção de Férias do servidor.
1172,2023-10-06 00:00:00,Dispõe sobre exoneração de servidor do cargo de Corregedor Geral do IFMG.
1173,2023-10-09 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG - Campus Formiga.
1174,2023-10-09 00:00:00,Dispõe sobre alteração do período de Licença para Capacitação de servidor do IFMG - Reitoria.
1175,2023-10-09 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG - Campus Formiga.
1176,2023-10-10 00:00:00,Dispõe sobre Interrupção de Férias do servidor.
1177,2023-10-10 00:00:00,"Dispõe sobre Vacância por posse em cargo inacumulável do Servidor do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1178,2023-10-11 00:00:00,Dispõe sobre admissão de Servidor Efetivo - MARIO MARCOS BRITO HORTA - Prof EBTT - Ouro Preto
1179,2023-10-11 00:00:00,Dispõe sobre Retificação da Portaria nº 928 de 09 de agosto de 2023 que Dispõe sobre autorização de exercício de servidora do IFMG - Campus Betim no IFMG - Campus Santa Luzia.
1180,2023-10-11 00:00:00,"Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Bambuí
"
1181,2023-10-11 00:00:00,Dispõe sobre restabelecimento do pagamento de pensionista do IFMG.
1182,2023-10-11 00:00:00,"Dispõe sobre nomeação de SUBSTITUTA para função gratificada por período determinado, no IFMG - Reitoria."
1183,2023-10-11 00:00:00,Dispõe sobre a nomeação de servidores para comporem o Rol de Responsáveis pela gestão do IFMG e Revogação da Portaria nº 840 de 19 de julho de 2023.
1184,2023-10-11 00:00:00,Dispõe sobre Exoneração de Pró-reitores
1186,2023-10-11 00:00:00,Dispõe sobre Exoneração Diretores dos Campi
1188,2023-10-11 00:00:00,Dispõe sobre Exoneração Diretorias Sistêmicas - CD-3
1189,2023-10-11 00:00:00,Dispõe sobre Exoneração CD-4
1190,2023-10-11 00:00:00,Dispõe sobre Nomeação de Cargos de Direção do IFMG- Reitoria
1191,2023-10-11 00:00:00,Dispõe sobre Nomeação de Cargos de Direção do IFMG- Reitoria
1193,2023-10-11 00:00:00,Dispõe sobre Designação de Funções Gratificadas do IFMG
1194,2023-10-11 00:00:00,Dispõe sobre Nomeação de Cargos de Direção do IFMG- Reitoria
1195,2023-10-11 00:00:00,Dispõe sobre nomeação de Diretor-Geral dos Campi do IFMG e Diretor dos Campi Avançados do IFMG
1196,2023-10-11 00:00:00,Dispõe sobre Dispensa  de Funções Gratificadas do IFMG-Reitoria
1197,2023-10-16 00:00:00,Dispõe sobre Retificação da Portaria nº 1176 de 10 de outubro de 2023 que Dispõe sobre Interrupção de Férias de servidor do IFMG – Reitoria.
1198,2023-10-16 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Formiga
1199,2023-10-16 00:00:00,"Dispõe sobre Progressão por Capacitação Profissional a servidores Técnico-Administrativo em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1200,2023-10-16 00:00:00,Dispõe sobre encerramento de cessão para Colaboração Técnica de servidora do IFMG Campus Avançado Piumhi para o IFTM.
1201,2023-10-16 00:00:00,Dispõe sobre substituição da Coordenação e Coordenação Adjunta da Universidade Aberta do Brasil no âmbito do IFMG.
1202,2023-10-16 00:00:00,Dispõe sobre Interrupção do Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidor do IFMG - Campus Bambuí.
1203,2023-10-17 00:00:00,Dispõe sobre interrupção de férias do servidora do IFMG-Reitoria.
1204,2023-10-17 00:00:00,"Dispõe sobre Continuidade do Afastamento para Pós-graduação Stricto-Sensu no País de Professora do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Ouro Preto."
1205,2023-10-17 00:00:00,"Dispõe sobre Interrupção do Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Ouro Branco."
1206,2023-10-17 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1207,2023-10-17 00:00:00,"Dispõe sobre Concessão de Progressão Funcional por Desempenho Acadêmico de servidor Docente do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais - Campus Sabará."
1208,2023-10-17 00:00:00,Dispõe sobre restabelecimento do pagamento de aposentada do IFMG.
1209,2023-10-17 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus Governador Valadares.
1210,2023-10-17 00:00:00,Dispõe sobre Retificação da Portaria nº 1208 de 17 de outubro de 2023.
1211,2023-10-18 00:00:00,Dispõe sobre nomeação de servidores como representantes do IFMG no Forcampo no CONIF.
1212,2023-10-18 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Congonhas.
1213,2023-10-18 00:00:00,Dispõe sobre admissão de servidora efetiva do IFMG - Campus Congonhas.
1214,2023-10-18 00:00:00,Dispõe sobre Retificação da Portaria nº 484 de 02 de maio de 2023.
1215,2023-10-18 00:00:00,Dispõe sobre Exoneração de servidor do Instituto Federal de Minas Gerais – Campus Ouro Preto.
1216,2023-10-18 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Congonhas.
1217,2023-10-18 00:00:00,Dispõe sobre autorização de afastamento do país a servidor do IFMG - Campus Betim.
1218,2023-10-19 00:00:00,Dispõe sobre designação de servidor para o cargo de Chefe do Setor de Patrimônio e Almoxarifado Institucionais do IFMG - Reitoria.
1219,2023-10-19 00:00:00,Dispõe sobre designação de servidora para o cargo de Chefe do Setor de Acompanhamento dos Núcleos de Atendimento às Pessoas com Necessidades Educacionais Específicas - NAPNEEs do IFMG.
1220,2023-10-19 00:00:00,Dispõe sobre localização de servidor lotado e em exercício na Reitoria do IFMG.
1221,2023-10-19 00:00:00,"Dispõe sobre designação de membros para compor o Núcleo de Estudos Afro-Brasileiros e Indígenas do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais - NEABI IFMG Central."
1222,2023-10-19 00:00:00,Dispõe sobre retificação da Portaria nº 1194 de 13 de outubro de 2023.
1223,2023-10-19 00:00:00,Dispõe sobre retificação da Portaria nº 1196 de 13 de outubro de 2023.
1224,2023-10-20 00:00:00,Dispõe sobre Interrupção de Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidor do IFMG - Campus Avançado Ipatinga.
1225,2023-10-20 00:00:00,Dispõe sobre prorrogação do prazo de exercício de servidor lotado no IFMG - Campus Ouro Preto na Reitoria.
1226,2023-10-23 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1227,2023-10-23 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Santa Luzia
1228,2023-10-23 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Bambuí.
1229,2023-10-23 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Betim.
1230,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Ibirit
1231,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Ribeirão das Neves
1232,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Ribeirão das Neves
1233,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Ouro Branco
1234,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Ibirité
1235,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Bambuí
1236,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Ibirité
1237,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Congonhas
1238,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus São João Evangelista
1239,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Bambuí
1240,2023-10-23 00:00:00,Dispõe sobre remoção de servidor Técnico Administrativo - IFMG Campus Ibirité para o IFMG Campus Avançado Conselheiro Lafaiete.
1241,2023-10-23 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Ouro Preto
1242,2023-10-24 00:00:00,Dispõe sobre nomeação de docentes como membros das Bancas de Elaboradores de Questões do Processo Seletivo de Estudantes 2024-1.
1243,2023-10-24 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Conselheiro Lafaiete.
1244,2023-10-25 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1245,2023-10-25 00:00:00,Dispõe sobre Licença para Tratar de Interesses Particulares a servidor do IFMG - Campus Sabará.
1246,2023-10-26 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 43/2021.
1247,2023-10-26 00:00:00,Dispõe sobre admissão de servidora efetiva do IFMG - Campus Ouro Preto.
1248,2023-10-26 00:00:00,Dispõe sobre concessão de horário especial a servidor do IFMG - Reitoria.
1249,2023-10-26 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Empenho com força de Contrato nº 2023NE000818 e 2023NE000820.
1250,2023-10-26 00:00:00,"Dispõe sobre Concessão de Incentivo à Qualificação a servidora do IFMG - Campus Sabará.
"
1251,2023-10-26 00:00:00,Dispõe sobre Retificação da Portaria nº 1173 de 09 de outubro de 2023.
1252,2023-10-26 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 68/2023.
1253,2023-10-27 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1254,2023-10-27 00:00:00,Dispõe sobre Interrupção de Férias do servidor do IFMG - Campus Bambuí.
1255,2023-10-27 00:00:00,"Dispõe sobre Interrupção de Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Formiga."
1256,2023-10-27 00:00:00,Dispõe sobre interrupção de férias de servidor do IFMG - Campus Bambuí.
1257,2023-10-30 00:00:00,"Dispõe sobre a instituição da Comissão Local do Processo de Heteroidentificação do IFMG - Campus Governador Valadares, por Servidores indicados pelo Diretor Geral do Campus e Servidores inscritos no Edital de chamada pública 53/2021."
1258,2023-10-30 00:00:00,Dispõe sobre a Retificação da Portaria nº 1189/2023.
1259,2023-10-30 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do Núcleo de Estágios e Relações Empresariais do IFMG – Campus São João Evangelista e Revogação da Portaria nº 659 de 13 de junho de 2023.
1260,2023-10-30 00:00:00,Dispõe sobre dispensa das atividades de aula de professora do IFMG - Campus Formiga.
1261,2023-10-30 00:00:00,Dispõe sobre tornar sem efeito a Portaria 1172 de 06 de outubro de 2023.
1262,2023-10-30 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Ribeirão das Neves.
1263,2023-10-30 00:00:00,Dispõe sobre a Retificação da Portaria nº 1258/2023.
1264,2023-10-31 00:00:00,"Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 74/2023.
"
1265,2023-10-31 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Ribeirão das Neves.
1266,2023-10-31 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professora do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Avançado Piumhi."
1267,2023-10-31 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Bambuí.
1268,2023-11-01 00:00:00,"Dispõe sobre Vacância por posse em cargo inacumulável de Servidor do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Campus Avançado Ponte Nova."
1270,2023-11-03 00:00:00,Dispõe sobre nomear o servidor para a função de Reitor Substituto do IFMG
1271,2023-11-06 00:00:00,Dispõe sobre designação de servidores responsáveis nos campi pela assinatura de documentos relacionados aos processos de emissão e registro de diploma e emissão de histórico escolar dos cursos de Graduação e dos cursos de Educação Profissional Técnica de Nível Médio do IFMG e Revogação das Portarias nº 672 de 05 de outubro de 2021 e nº 593 de 25 de maio de 2023.
1272,2023-11-06 00:00:00,Dispõe sobre nomeação de servidora para o cargo de Chefe de Setor de Infraestrutura do IFMG SUBSTITUTO.
1273,2023-11-06 00:00:00,Dispõe sobre a localização e vinculação do servidor do IFMG - Reitoria.
1274,2023-11-06 00:00:00,Dispõe sobre nomeação de servidora para o cargo de Coordenadora de Pesquisa do IFMG SUBISTITUTO.
1275,2023-11-06 00:00:00,Dispõe sobre Interrupção de Férias de servidor do IFMG - Campus Itabirito.
1276,2023-11-07 00:00:00,Dispõe sobre Interrupção de Férias do servidor.
1277,2023-11-07 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1278,2023-11-07 00:00:00,Dispõe sobre a publicação da relação dos participantes que fizeram jus ao Certficado de Conclusão do Ensino Médio com base nos resultados de desempenho obtidos no Encceja
1279,2023-11-07 00:00:00,Dispõe sobre a autorização do funcionamento da jornada de trabalho flexibilizada na UO Seção de Assuntos Institucionais (SAINST) do IFMG – Campus Ribeirão das Neves e Revogação da Portaria nº 932 de 29 de agosto de 2022.
1280,2023-11-07 00:00:00,Dispõe sobre tornar sem efeito as portarias referentes à exoneração do titular do cargo de Corregedor do IFMG.
1281,2023-11-07 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Governador Valadares e Revogação da portaria nº 675 de 20 de Junho de 2022.
1282,2023-11-07 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus São João Evangelista e Revogação da Portaria nº 153 de 03 de fevereiro de 2023.
1283,2023-11-07 00:00:00,Dispõe sobre averbação de tempo de contribuição de servidor do IFMG - Campus Bambuí.
1284,2023-11-07 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Betim e Revogação da Portaria nº 905 de 02/08/2023.
1285,2023-11-07 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do Setor de Registros e Controle Acadêmico do IFMG – Campus São João Evangelista e Revogação da portaria nº 226 de 21 de fevereiro de 2022.
1286,2023-11-07 00:00:00,"Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Sabará e Revogação da Portaria nº 906 de 02 de agosto de 2023.
"
1287,2023-11-08 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG Campus Bambuí.
1288,2023-11-08 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus Avançado Itabirito.
1289,2023-11-08 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus Avançado Ipatinga.
1290,2023-11-08 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s da Unidade Organizacional Setor de Tecnologia da Informação do IFMG – Campus São João Evangelista e Revogação da portaria nº 1212 de 16 de novembro de 2022
1291,2023-11-08 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 111/2023.
1294,2023-11-09 00:00:00,Dispõe sobre autorização de afastamento do país a servidora do IFMG - Campus Ouro Preto.
1295,2023-11-09 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1296,2023-11-09 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1297,2023-11-09 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Avançado Arcos.
1298,2023-11-09 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s da Unidade Organizacional Biblioteca do IFMG – Campus São João Evangelista  e Revogação da portaria nº 673 de 15 de junho de 2023
1299,2023-11-10 00:00:00,"Dispõe sobre Progressão por Capacitação Profissional a servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1300,2023-11-10 00:00:00,Dispõe sobre a Concessão de Aposentadoria por Invalidez Permanente para servidor do IFMG – Campus Ouro Preto.
1301,2023-11-13 00:00:00,Dispõe sobre designação de membros do Colégio de Dirigentes para compor o CONSUP.
1302,2023-11-13 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1303,2023-11-13 00:00:00,Dispõe sobre a Concessão de Abono de Permanência para servidor do IFMG – Campus Ouro Preto.
1304,2023-11-13 00:00:00,Dispõe sobre retificação da Portaria nº 1271 de 06 de novembro de 2023.
1305,2023-11-13 00:00:00,"Dispõe sobre Interrupção do Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Avançado Ponte Nova."
1306,2023-11-13 00:00:00,Dispõe sobre Interrupção de Férias do servidor do IFMG - Reitoria.
1307,2023-11-13 00:00:00,"Dispõe sobre exoneração e designação de servidor de cargo coordenação e chefia, respectivamente, do IFMG - Reitoria."
1308,2023-11-13 00:00:00,"Dispõe sobre remoção de servidor a pedido, por motivo de saúde, do IFMG -Campus São João Evangelista para o IFMG Campus Governador Valadares."
1309,2023-11-13 00:00:00,Dispõe sobre nomeação de servidor para exercer  a função de Reitor Substituto do IFMG.
1310,2023-11-13 00:00:00,"Dispõe sobre nomeação de substituta para função gratificada por período determinado, no IFMG - Reitoria."
1311,2023-11-13 00:00:00,Dispõe sobre designar a servidora para exercer a função de Secretária na Secretaria do Conselho Superior
1312,2023-11-14 00:00:00,Dispõe sobre nomeação de servidora como responsável no âmbito do IFMG pelo Programa de Bolsa Permanência e revogação da Portaria nº 1030 de 22 de agosto de 2019.
1313,2023-11-14 00:00:00,Dispõe sobre retificação da portaria nº 595 de 26 de maio de 2023.
1314,2023-11-14 00:00:00,Dispõe sobre nomeação dos membros dos Grupos de Trabalho do 13º Encontro Esportivo do IFMG.
1318,2023-11-16 00:00:00,"Dispõe sobre retificação da Portaria nº 529 de 13 de maio de 2022.
"
1319,2023-11-16 00:00:00,Dispõe sobre Retificação da Portaria nº 969 de 09 de setembro de 2022.
1320,2023-11-16 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 43/2021.
1321,2023-11-16 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 109/2023.
1322,2023-11-16 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 18/2022 e Revogação da Portaria nº 954 de 05 de setembro de 2022.
1323,2023-11-16 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 2023NE000286.
1324,2023-11-16 00:00:00,"Dispõe sobre instituição de comissão no IFMG.
"
1326,2023-11-17 00:00:00,Dispõe sobre nomeação de servidores como responsáveis no âmbito do IFMG pelo Programa de Bolsa Permanência e revogação da Portaria nº 1312 de 14 de novembro de 2023.
1327,2023-11-20 00:00:00,Dispõe sobre a alteração do regime de trabalho de Técnico Administrativo do IFMG – Campus Betim.
1328,2023-11-20 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 110/2023.
1329,2023-11-20 00:00:00,Dispõe sobre a designação da Assessoria de Políticas Institucionais de Educação a Distância do Centro de Referência em Educação a Distância do IFMG.
1330,2023-11-20 00:00:00,Dispõe sobre constituição de comissão especial para condução de processo de escolha de representantes para o CONSUP.
1331,2023-11-21 00:00:00,Dispõe sobre admissão de servidor efetivo do IFMG - Campus Avançado de Ponte Nova.
1332,2023-11-21 00:00:00,Dispõe sobre remoção de servidora Docente - IFMG Campus Betim para o IFMG Campus Santa Luzia.
1333,2023-11-21 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1334,2023-11-21 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1335,2023-11-21 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1336,2023-11-21 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1337,2023-11-21 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor do IFMG - Campus Avançado Itabirito.
1338,2023-11-21 00:00:00,"Dispõe sobre Vacância por posse em cargo inacumulável de Servidor do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Campus Bambuí."
1339,2023-11-22 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato 121/2023.
1341,2023-11-22 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus Formiga.
1342,2023-11-23 00:00:00,"Dispõe sobre remoção de servidor Técnico Administrativo - IFMG Campus Congonhas para o IFMG Campus Ouro Branco.
"
1343,2023-11-23 00:00:00,Dispõe sobre autorização de funcionamento de jornada flexibilizada dos servidores Técnico-Administrativo em Educação (TAE) do IFMG - Campus Ouro Branco e Revogação da Portaria IFMG nº 47 de 19/01/2023.
1344,2023-11-23 00:00:00,Dispõe sobre autorização do funcionamento da jornada de trabalho flexibilizada aos TAE’s do IFMG – Campus Santa Luzia.
1345,2023-11-23 00:00:00,Dispõe sobre cessão para Colaboração Técnica de servidora do IFMG – Campus Ouro Preto para o IFES.
1346,2023-11-23 00:00:00,Dispõe sobre Designação de Função Gratificada do IFMG - Reitoria.
1347,2023-11-23 00:00:00,"Dispõe sobre nomeação de servidor para o cargo de Pró-Reitor de Inovação, Pesquisa e Pós-Graduação do IFMG SUBSTITUTO."
1348,2023-11-23 00:00:00,Dispõe sobre nomeação de servidor para o cargo de Coordenador de Inovação do IFMG SUBSTITUTO.
1349,2023-11-23 00:00:00,Dispõe sobre Retificação da Portaria nº 926 de 29 de agosto de 2022.
1350,2023-11-24 00:00:00,Dispõe sobre nomeação de servidora para cargo de Diretor de Comunicação Substituto do IFMG - Reitoria.
1351,2023-11-24 00:00:00,Dispõe sobre designação de servidora para a função de Assessor de Gestão de Conteúdo IFMG - Reitoria.
1352,2023-11-24 00:00:00,Dispõe sobre a designação de servidora para a função de Assessor de Gestão de Conteúdo Substituto do IFMG - Reitoria.
1353,2023-11-24 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1354,2023-11-24 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1355,2023-11-24 00:00:00,Dispõe sobre nomeação de servidora pra a função de Segundo Reitor Substituto do IFMG.
1356,2023-11-24 00:00:00,Dispõe sobre Nomeação de Servidora para Cargo de Chefe de Gabinete Substituta do IFMG - Reitoria.
1357,2023-11-24 00:00:00,Dispõe sobre nomeação de servidora para o cargo de Diretora de Assuntos Estudantis Substituta do IFMG - Reitoria.
1358,2023-11-24 00:00:00,Dispõe sobre nomeação de servidora para o cargo de Diretora de Processos Seletivos de Estudantes Substituta.
1359,2023-11-24 00:00:00,Dispõe sobre nomeação de servidor para o cargo de Diretor de Apoio Didático e Pedagógico Substituto do IFMG- Reitoria.
1360,2023-11-24 00:00:00,Dispõe sobre nomeação de servidor para o cargo de Diretor de Tecnologia da Informação Substituto do IFMG - Reitoria.
1361,2023-11-24 00:00:00,Dispõe sobre designação de servidor para a função de Chefe do Setor de Desenvolvimento e Suporte a Sistemas Substituto do IFMG - Reitoria.
1362,2023-11-24 00:00:00,Dispõe sobre nomeação de servidor para o cargo de Coordenador de Registro Acadêmico Substituto do IFMG - Reitoria.
